,chi_square,p_value,overall_agreement_rate,both_correct_rate,agreement_rate_when_either_wrong,agreement_rate_when_both_wrong,contingency_table,model1,model2
10,17435.636849373037,0.0,0.7324248323599394,0.645468310620809,0.24527150701647346,0.6251944012441679,"col_0       A     B     C     D
row_0                          
A        2035   142   115   126
B         393  2401   309   314
C         451   472  2817   380
D         311   317   378  2905
G           1     0     0     0
Tuesday     0     1     0     0
c           0     0     0     1",01-ai/yi-large-preview,mistralai/mixtral-8x7b-32kseqlen
11,10426.07887129692,0.0,0.5882904318984786,0.5264258418054655,0.13063337393422655,0.4473409801876955,"col_0       A     B     C  China     D  E  H  Hawaii  ...  Particip  Q  RET  Sc  Sound  South  X  Y
row_0                                                 ...                                          
A        2068   129    99      0   121  0  0       0  ...         0  0    0   1      0      0  0  0
B        1125  1815   268      1   199  0  0       0  ...         1  1    0   0      1      1  0  1
C        1348   387  2098      0   279  1  1       0  ...         0  0    0   0      0      0  1  0
D         978   338   406      0  2178  0  0       1  ...         0  0    1   0      0      0  0  0
G           0     1     0      0     0  0  0       0  ...         0  0    0   0      0      0  0  0
Tuesday     1     0     0      0     0  0  0       0  ...         0  0    0   0      0      0  0  0
c           0     0     1      0     0  0  0       0  ...         0  0    0   0      0      0  0  0

[7 rows x 20 columns]",mistralai/mistral-7b-instruct-v0.3,01-ai/yi-large-preview
12,19503.252681047932,0.0,0.7592472420506164,0.6769053284303123,0.2548538272706985,0.6347971095052807,"col_0       A     B     C     D
row_0                          
A        2117   155    62    84
B         363  2554   183   317
C         438   505  2798   379
D         308   270   272  3061
G           1     0     0     0
Tuesday     1     0     0     0
c           0     0     0     1",01-ai/yi-large-preview,google/gemma-2-27b
13,21263.03294915092,0.0,0.7844112769485904,0.6944264186314802,0.294478527607362,0.6745945945945946,"col_0       A     B     C     D
row_0                          
A        2081   120   131    86
B         256  2704   226   231
C         327   371  3055   367
D         258   320   294  3039
G           0     0     0     1
Tuesday     0     1     0     0
c           0     0     0     1",01-ai/yi-large-preview,microsoft/phi-3-small-8k-instruct
14,24830.770549053774,0.0,0.8251496142476026,0.7509553680871007,0.2979154603358425,0.7277227722772277,"col_0       A     B     C     D  F  G  I  L  M
row_0                                         
A        2250    57    47    59  0  1  3  0  0
B         275  2827   138   173  0  0  3  0  0
C         394   304  3097   316  0  0  5  0  1
D         258   197   173  3270  1  1  1  1  0
G           0     1     0     0  0  0  0  0  0
Tuesday     1     0     0     0  0  0  0  0  0
c           0     0     0     1  0  0  0  0  0",01-ai/yi-large-preview,meta/llama-3.1-405b-instruct-turbo
15,23640.761369401276,0.0,0.8111615833874107,0.7569399379912034,0.22307920498368436,0.6726296958855098,"col_0       A     B     C     D  Since
row_0                                 
A        2250    74    47    47      0
B         306  2828   132   151      0
C         449   328  3059   284      0
D         348   246   203  3113      1
G           1     0     0     0      0
Tuesday     1     0     0     0      0
c           0     0     0     1      0",anthropic/claude-3-5-sonnet-20241022,01-ai/yi-large-preview
16,28959.406395894683,0.0,0.693200663349917,0.6058836253515033,0.22155140870837908,0.6039900249376559,"col_0    7     A     B     C     D  c
row_0                                
A        0  1921   243   149   105  0
B        0   390  2543   303   181  0
C        0   420   747  2664   289  0
D        1   346   654   425  2485  0
G        0     1     0     0     0  0
Tuesday  0     0     1     0     0  0
c        0     0     0     0     0  1",01-ai/yi-large-preview,openai/gpt-3.5-turbo-0125
17,13878.096119321473,0.0,0.6795731487490085,0.5947076213137212,0.20939334637964774,0.5992871690427699,"col_0       A     B     C     D  five
row_0                                
A        1900   158   183   176     0
B         491  2248   372   306     0
C         531   486  2635   467     1
D         391   403   474  2642     0
G           1     0     0     0     0
Tuesday     1     0     0     0     0
c           0     1     0     0     0",01-ai/yi-large-preview,meta/llama-3-8b
18,21929.632957113197,0.0,0.7902516403489798,0.7041603576321293,0.29100658055081646,0.6929773650609402,"col_0       A     B     C     D  The
row_0                               
A        2207    89    53    69    0
B         366  2657   163   231    0
C         387   443  2920   370    0
D         283   241   210  3176    1
G           0     1     0     0    0
Tuesday     1     0     0     0    0
c           0     0     0     1    0",writer/palmyra-x-v3,01-ai/yi-large-preview
19,6763.270695346876,0.0,0.5500757084144495,0.4739346744538179,0.14473684210526316,0.5222551928783383,"col_0       A     B     C     D
row_0                          
A        1492   268   361   297
B         580  1772   660   405
C         670   592  2349   509
D         559   534   802  2016
G           0     0     0     1
Tuesday     1     0     0     0
c           0     1     0     0",allenai/olmo-1.7-7b,01-ai/yi-large-preview
20,20146.738855708893,0.0,0.7635013339101594,0.682024659312135,0.2562358276643991,0.6509216589861752,"col_0       A     B     C     D
row_0                          
A        2247    68    65    38
B         462  2597   194   164
C         593   391  2926   209
D         445   324   323  2819
G           1     0     0     0
Tuesday     0     1     0     0
c           0     0     0     1",openai/gpt-4o-mini-2024-07-18,01-ai/yi-large-preview
21,18925.369451152314,0.0,0.7480712380128344,0.6650082918739635,0.24795523030563926,0.6295081967213115,"col_0       A     B     C     D  E
row_0                             
A        2185    54    59   120  0
B         533  2336   230   317  1
C         539   239  2781   561  0
D         392   196   250  3073  0
G           1     0     0     0  0
Tuesday     1     0     0     0  0
c           0     0     0     1  0",databricks/dbrx-instruct,01-ai/yi-large-preview
22,22128.47946179165,0.0,0.6769774316821688,0.6269377748936477,0.13413219945883262,0.32704995287464655,"col_0       A  Answer     B     C     D  I  The  There  This  To
row_0                                                           
A        2186       1    12    32    36  0  148      0     1   0
B         448      13  1839    83   126  0  895      0     6   5
C         392       4    53  2563   159  2  931      0     8   6
D         227       6    48   101  2801  0  719      1     3   4
G           1       0     0     0     0  0    0      0     0   0
Tuesday     0       0     0     0     0  0    1      0     0   0
c           0       0     0     0     1  0    0      0     0   0",mistralai/mistral-large-2402,01-ai/yi-large-preview
23,21575.852377808205,0.0,0.7850602062153003,0.7038719446247026,0.2741660579498417,0.6670616113744076,"col_0       A     B     C     D  I  II  III
row_0                                      
A        2204    69    88    56  1   0    0
B         414  2630   227   143  0   2    1
C         455   282  3167   212  0   1    3
D         380   277   363  2887  2   2    0
G           1     0     0     0  0   0    0
Tuesday     0     0     1     0  0   0    0
c           0     0     0     1  0   0    0",ai21/jamba-1.5-large,01-ai/yi-large-preview
24,23564.673867370057,0.0,0.8070516980315813,0.7295407022856731,0.2865902426019728,0.689987163029525,"col_0       A     B     C     D
row_0                          
A        2213    71    71    43
B         331  2741   196   121
C         384   272  3238   194
D         314   223   342  3001
G           1     0     0     0
Tuesday     0     0     1     0
c           0     0     0     1",writer/palmyra-x-004,01-ai/yi-large-preview
25,31900.458972690274,0.0,0.7364626144639124,0.6500829187396352,0.2468576138471049,0.6318565400843882,"col_0    1  2  5     A     B     C     D  E  G  H  I  In  J  K  L  M  N  P  R  S  Saturday  T  Y  m
row_0                                                                                              
A        0  1  0  2041   161   117    90  0  0  0  0   1  2  0  1  0  0  3  1  0         0  0  0  0
B        0  0  0   401  2626   188   191  0  2  0  0   0  0  0  0  1  0  2  1  3         0  2  0  0
C        1  1  0   492   515  2804   296  0  1  0  0   0  1  2  0  0  1  2  0  4         0  0  0  0
D        0  0  1   396   366   393  2743  1  0  2  1   0  0  1  0  1  1  2  1  0         0  0  1  1
G        0  0  0     1     0     0     0  0  0  0  0   0  0  0  0  0  0  0  0  0         0  0  0  0
Tuesday  0  0  0     0     0     0     0  0  0  0  0   0  0  0  0  0  0  0  0  0         1  0  0  0
c        0  0  0     0     0     1     0  0  0  0  0   0  0  0  0  0  0  0  0  0         0  0  0  0",01-ai/yi-large-preview,qwen/qwen2.5-7b-instruct-turbo
26,24297.802802753897,0.0,0.8194534573509266,0.7487201672795443,0.28149210903873745,0.7017167381974249,"col_0       A     B     C     D
row_0                          
A        2264    63    49    42
B         304  2820   152   141
C         450   292  3130   248
D         335   220   205  3151
G           1     0     0     0
Tuesday     1     0     0     0
c           0     0     0     1",01-ai/yi-large-preview,openai/gpt-4o-2024-05-13
27,16029.538256984582,0.0,0.7092075852620954,0.6246304708342346,0.22531694199001154,0.6052631578947368,"col_0       A     B     C     D  III  S
row_0                                  
A        2055   105   161    96    0  1
B         510  2300   397   209    1  0
C         487   448  2929   255    0  0
D         485   351   523  2552    0  0
G           1     0     0     0    0  0
Tuesday     1     0     0     0    0  0
c           0     0     0     1    0  0",01-ai/yi-large-preview,ai21/jamba-1.5-mini
28,16883.929059009573,0.0,0.7234119258778571,0.632994448049607,0.24636542239685658,0.6346153846153846,"col_0       A     B     C     D  S
row_0                             
A        2000   153   138   127  0
B         437  2478   282   220  0
C         457   564  2788   311  0
D         324   411   407  2767  1
G           1     0     0     0  0
Tuesday     0     0     1     0  0
c           0     0     0     1  0",01-ai/yi-large-preview,meta/llama-2-70b
29,7597.032551180314,0.0,0.5507967409330161,0.4857596077583099,0.12647223780145822,0.4569402228976697,"col_0    0  1     A     B     C     D  E  G  H  Here  I  J  K  ...  M  N  O  P  R  S  T  V  W  X  Y  Z  k
row_0                                                          ...                                       
A        0  1  1495   174   277   448  5  1  1     0  0  0  2  ...  4  0  4  0  1  0  2  1  0  0  1  0  0
B        0  0   759  1521   426   689  3  1  0     3  1  0  2  ...  4  1  0  0  0  2  3  0  1  0  0  0  0
C        2  0  1085   252  1959   793  3  1  1     7  1  1  1  ...  0  1  0  1  2  2  0  1  1  2  0  3  1
D        0  0   711   161   357  2664  3  0  0     4  1  0  1  ...  0  1  0  2  1  1  2  1  1  0  0  0  0
G        0  0     0     1     0     0  0  0  0     0  0  0  0  ...  0  0  0  0  0  0  0  0  0  0  0  0  0
Tuesday  0  0     0     0     0     1  0  0  0     0  0  0  0  ...  0  0  0  0  0  0  0  0  0  0  0  0  0
c        0  0     0     0     0     1  0  0  0     0  0  0  0  ...  0  0  0  0  0  0  0  0  0  0  0  0  0

[7 rows x 27 columns]",meta/llama-3.2-11b-vision-instruct-turbo,01-ai/yi-large-preview
30,24314.58913532917,0.0,0.8201023866176365,0.7360299949527723,0.3184922152417372,0.7210884353741497,"col_0       A     B     C     D
row_0                          
A        2263    62    50    43
B         264  2815   159   179
C         401   308  3150   261
D         288   251   226  3146
G           1     0     0     0
Tuesday     0     0     1     0
c           0     0     0     1",01-ai/yi-large-preview,openai/gpt-4-turbo-2024-04-09
31,176.46138879062448,4.809359532242218e-28,0.29526281635301754,0.23858966039368376,0.07443181818181818,0.37392959086584204,"col_0      A     B   C     D
row_0                       
A         38  1421  38   921
B         69  2030  57  1261
C        108  2292  91  1629
D         95  1819  61  1936
G          0     1   0     0
Tuesday    0     0   0     1
c          0     1   0     0",01-ai/yi-large-preview,allenai/olmo-7b
32,18581.47673607013,0.0,0.7009878145504362,0.6285240464344942,0.1950698757763975,0.5062972292191436,"col_0       A  All  Answer     B  Based     C     D  E  I  The  To
row_0                                                             
A        2126    0       2    44      0   102   121  2  0   21   0
B         667    0       1  2058      1   184   337  3  0  161   4
C         673    1       3   154      0  2588   434  1  2  256   6
D         459    1       0   128      0   180  2950  1  6  180   4
G           1    0       0     0      0     0     0  0  0    0   0
Tuesday     0    0       0     0      0     0     0  0  0    0   1
c           0    0       0     0      0     0     1  0  0    0   0",01-ai/yi-large-preview,mistralai/mistral-small-2402
33,21851.702937333022,0.0,0.7907563631119764,0.7022135698319995,0.2973365617433414,0.6829810901001112,"col_0       A     B     C     D
row_0                          
A        2181    72    86    79
B         399  2611   189   218
C         394   351  3061   314
D         273   256   268  3114
G           1     0     0     0
Tuesday     1     0     0     0
c           0     0     0     1",01-ai/yi-large-preview,mistralai/mixtral-8x22b
34,7415.686905594838,0.0,0.5449563775326267,0.4820823419136203,0.12139774467492691,0.44603580562659845,"col_0    125     A     B  Based     C     D  E  H  Here  J  K  M  N  O  R  S  W  Z
row_0                                                                             
A          1  1482   165      0   258   500  4  1     0  0  1  2  1  2  1  0  0  0
B          0   807  1512      0   383   705  2  0     5  0  2  0  0  0  0  1  0  0
C          0  1160   239      1  1876   825  0  0    12  1  2  0  1  0  1  0  1  1
D          0   735   161      0   319  2688  0  0     7  0  0  0  1  0  0  0  0  0
G          0     0     1      0     0     0  0  0     0  0  0  0  0  0  0  0  0  0
Tuesday    0     0     0      0     0     1  0  0     0  0  0  0  0  0  0  0  0  0
c          0     0     0      0     0     1  0  0     0  0  0  0  0  0  0  0  0  0",01-ai/yi-large-preview,meta/llama-3.1-8b-instruct-turbo
35,18415.211360547684,0.0,0.7407888095753119,0.6641430528516836,0.22820953198797767,0.6137413394919169,"col_0       A     B     C     D
row_0                          
A        2126   111    48   133
B         481  2652   100   184
C         544   531  2624   421
D         401   398   240  2872
G           0     1     0     0
Tuesday     0     0     1     0
c           0     0     0     1",01-ai/yi-large-preview,google/gemini-1.5-flash-002
36,23838.163691018057,0.0,0.7243492681519936,0.630038214723484,0.25492106801793024,0.6433841613379242,"col_0    $  -  0  1  11  1922  2  24  5  6  ...  E  First  I  III  S  Stim  Sunday  W  Wednesday  a
row_0                                       ...                                                    
A        0  0  0  0   0     0  0   0  1  0  ...  0      0  1    0  1     0       0  0          0  0
B        1  2  0  0   0     1  1   0  1  0  ...  0      0  0    1  0     0       1  1          0  0
C        0  0  3  0   0     0  0   1  0  0  ...  1      1  1    0  0     1       0  0          0  1
D        1  0  0  2   1     0  0   0  1  1  ...  0      0  0    0  0     0       0  0          1  0
G        0  0  0  0   0     0  0   0  0  0  ...  0      0  0    0  0     0       0  0          0  0
Tuesday  0  0  0  0   0     0  0   0  0  0  ...  0      0  0    0  0     0       0  0          1  0
c        0  0  0  0   0     0  0   0  0  0  ...  0      0  0    0  0     0       0  0          0  0

[7 rows x 27 columns]",01-ai/yi-large-preview,anthropic/claude-instant-1.2
37,29274.26400869058,0.0,0.69680582594275,0.6060999351070734,0.23027640490572945,0.6124634858812074,"col_0    (-     A     B     C  CB     D  DEF  EN  F  FR  ...  Ga  H  I  M  S  SF  T  True  Tuesday  four
row_0                                                    ...                                            
A         0  1799   199   301   0   104    0   1  2   0  ...   0  1  4  0  0   1  0     1        0     0
B         0   323  2416   508   0   159    0   0  0   1  ...   0  0  0  1  1   0  0     0        0     0
C         1   262   552  3111   1   185    0   0  0   0  ...   0  0  1  0  0   0  0     0        0     0
D         0   251   521   784   0  2337    1   0  0   0  ...   1  0  3  0  1   0  1     0        0     1
G         0     1     0     0   0     0    0   0  0   0  ...   0  0  0  0  0   0  0     0        0     0
Tuesday   0     0     0     0   0     0    0   0  0   0  ...   0  0  0  0  0   0  0     0        1     0
c         0     0     0     1   0     0    0   0  0   0  ...   0  0  0  0  0   0  0     0        0     0

[7 rows x 21 columns]",ai21/jamba-instruct,01-ai/yi-large-preview
38,16459.736243057017,0.0,0.7162016006921912,0.6297498017160574,0.2334956183057449,0.6274201988487703,"col_0       A     B     C     D  E  F  G  H  N  S  T  Y
row_0                                                  
A        1985    95   164   163  0  0  0  0  0  0  5  6
B         488  2171   312   430  0  1  1  1  4  1  4  4
C         474   286  2767   582  1  0  0  0  3  0  6  1
D         307   222   363  3010  0  0  0  0  2  0  3  4
G           1     0     0     0  0  0  0  0  0  0  0  0
Tuesday     1     0     0     0  0  0  0  0  0  0  0  0
c           0     0     1     0  0  0  0  0  0  0  0  0",cohere/command-r-plus,01-ai/yi-large-preview
39,15462.528285557133,0.0,0.6956521739130435,0.6156896676040089,0.20806754221388368,0.5812368972746331,"col_0       A     B     C     D
row_0                          
A        2124   117   102    75
B         694  2253   284   186
C         612   568  2663   277
D         536   384   383  2608
G           0     1     0     0
Tuesday     1     0     0     0
c           0     0     0     1",google/text-bison@001,01-ai/yi-large-preview
40,11965.04707557744,0.0,0.6442425553392458,0.5684620376378975,0.17560568086883876,0.5420319752449716,"col_0       A     B     C     D
row_0                          
A        1898   157   153   210
B         651  2108   258   400
C         744   493  2313   570
D         492   463   340  2616
G           1     0     0     0
Tuesday     1     0     0     0
c           0     0     0     1",01-ai/yi-6b,01-ai/yi-large-preview
41,19707.038665095173,0.0,0.7639339534212993,0.6735164755930493,0.2769434628975265,0.6723860589812333,"col_0       A     B     C     D
row_0                          
A        2071   107   132   108
B         360  2508   364   185
C         354   342  3108   316
D         272   324   407  2908
G           1     0     0     0
Tuesday     1     0     0     0
c           0     0     0     1",01-ai/yi-large-preview,qwen/qwen1.5-32b
42,4001.4517007319946,0.0,0.4470401615112842,0.39180907058908354,0.0908120924718435,0.4006276150627615,"col_0       A     B     C  CS     D  First  Navy  S
row_0                                              
A        1733   262   214   0   208      1     0  0
B        1280  1509   339   0   289      0     0  0
C        1516   669  1564   1   369      0     0  1
D        1348   553   615   0  1394      0     1  0
G           0     1     0   0     0      0     0  0
Tuesday     0     1     0   0     0      0     0  0
c           0     0     1   0     0      0     0  0",01-ai/yi-large-preview,meta/llama-2-7b
43,22574.640167280926,0.0,0.7976782752902156,0.7043045641358425,0.3157766398439405,0.718645948945616,"col_0       A     B     C     D
row_0                          
A        2129    78    89   100
B         348  2639   171   239
C         316   313  3121   349
D         242   237   230  3174
G           0     1     0     0
Tuesday     0     0     0     1
c           0     0     0     1",01-ai/yi-large-preview,google/gemini-1.5-flash-preview-0514
44,22142.14290849251,0.0,0.790828466363833,0.7188694210108876,0.25596306745319314,0.6389244558258643,"col_0       A     B     C     D
row_0                          
A        2245    69    74    30
B         386  2740   204    87
C         469   345  3144   162
D         413   289   370  2839
G           1     0     0     0
Tuesday     0     0     1     0
c           0     0     1     0",mistralai/mistral-large-2407,01-ai/yi-large-preview
45,22958.84506326574,0.0,0.8025091931646118,0.7313432835820896,0.2648953301127214,0.6816298342541437,"col_0       A     B     C     D  E  The
row_0                                  
A        2109   118    72    96  1    0
B         278  2688   189   242  0    0
C         303   303  3113   380  0    0
D         238   203   221  3220  0    1
G           1     0     0     0  0    0
Tuesday     1     0     0     0  0    0
c           0     0     0     1  0    0",01-ai/yi-large-preview,google/gemini-1.5-pro-001
46,24521.755151308967,0.0,0.823347032951186,0.7596798615617565,0.26492649264926493,0.7237704918032787,"col_0       A     B     C     D
row_0                          
A        2233    86    50    49
B         253  2850   170   144
C         362   308  3220   230
D         291   244   260  3116
G           1     0     0     0
Tuesday     1     0     0     0
c           0     0     0     1",01-ai/yi-large-preview,anthropic/claude-3-5-sonnet-20240620
47,21917.961620691338,0.0,0.7901074338452664,0.7040161511284159,0.29086479902557855,0.6933797909407665,"col_0       A     B     C     D  The
row_0                               
A        2207    89    52    70    0
B         368  2653   163   233    0
C         388   443  2919   370    0
D         284   238   209  3179    1
G           0     1     0     0    0
Tuesday     1     0     0     0    0
c           0     0     0     1    0",google/text-unicorn@001,01-ai/yi-large-preview
48,13589.81459649837,0.0,0.6753190568894657,0.5903814262023217,0.20735785953177258,0.5887056471764118,"col_0       A     B     C     D  J
row_0                             
A        1800   275   174   169  0
B         434  2413   310   259  1
C         471   638  2637   374  0
D         390   460   545  2516  0
G           0     1     0     0  0
Tuesday     0     1     0     0  0
c           0     0     0     1  0",mistralai/open-mistral-nemo-2407,01-ai/yi-large-preview
49,10238.189049996134,0.0,0.5727161294974403,0.5047227629966111,0.13728344737225215,0.46225490196078434,"col_0       A  After  All  An  Answer  Ar     B  Based  ...  Tim  To  Tri  W  War  With  X  Z
row_0                                                   ...                                  
A        1944      0    2   1       4   0   100      2  ...    0   1    0  1    0     0  0  0
B         877      0    1   0      64   1  1482     10  ...    1  15    0  0    0     1  1  0
C         892      1    1   1      25   0   269      8  ...    0  30    0  0    0     0  1  0
D         648      0    1   3      41   0   215     14  ...    0  21    1  0    1     0  0  1
G           0      0    0   0       0   0     1      0  ...    0   0    0  0    0     0  0  0
Tuesday     1      0    0   0       0   0     0      0  ...    0   0    0  0    0     0  0  0
c           0      0    0   0       0   0     0      0  ...    0   0    0  0    0     0  0  0

[7 rows x 85 columns]",mistralai/mistral-7b-v0.1,01-ai/yi-large-preview
50,8618.838649173256,0.0,0.5802869709423895,0.5086163385968707,0.1458547322083639,0.49899598393574296,"col_0       A     B     C     D  d
row_0                             
A        1736   253   227   202  0
B         707  2020   387   302  1
C         811   701  2231   377  0
D         780   588   482  2061  0
G           0     0     0     1  0
Tuesday     1     0     0     0  0
c           0     0     0     1  0",01-ai/yi-large-preview,microsoft/phi-2
51,21803.032253134177,0.0,0.7901074338452664,0.7017088470690028,0.2963500120860527,0.6899268429938098,"col_0       A     B     C     D
row_0                          
A        2173    80    90    74
B         399  2620   234   164
C         407   332  3106   275
D         304   248   300  3059
G           1     0     0     0
Tuesday     0     1     0     0
c           0     0     0     1",qwen/qwen1.5-72b,01-ai/yi-large-preview
52,24354.041717241827,0.0,0.8182277020693633,0.7454755209459947,0.2858356940509915,0.6906228610540726,"col_0       A     B     C     D  Pro  The  There  This
row_0                                                 
A        2278    70    38    32    0    0      0     0
B         309  2841   127   137    0    0      0     3
C         439   339  3085   249    1    1      1     5
D         329   248   175  3144    0    5      0    10
G           1     0     0     0    0    0      0     0
Tuesday     0     1     0     0    0    0      0     0
c           0     0     0     1    0    0      0     0",openai/gpt-4-0613,01-ai/yi-large-preview
53,23844.97173049425,0.0,0.8149830557358136,0.7286033600115365,0.31827842720510097,0.7234299516908212,"col_0    0  2     A     B     C     D  G  W  Z  i
row_0                                            
A        0  0  2218    66    63    71  0  0  0  0
B        0  1   293  2744   170   206  1  1  0  0
C        1  0   391   286  3129   311  0  0  1  1
D        0  0   249   239   211  3212  0  0  0  0
G        0  0     1     0     0     0  0  0  0  0
Tuesday  0  0     0     0     0     1  0  0  0  0
c        0  0     0     0     0     1  0  0  0  0",meta/llama-3.1-70b-instruct-turbo,01-ai/yi-large-preview
54,24721.13089756039,0.0,0.7919821183935396,0.7277381209892566,0.23596398305084745,0.5472972972972973,"col_0       A  An  Answer  As  Availability     B     C  ...  Let  Overflow  Pro  The  This   To  Without
row_0                                                    ...                                             
A        2275   0       0   1             0    55    33  ...    1         0    0    3     1   22        0
B         274   0       1   0             0  2730   113  ...    1         0    0   15     2  141        1
C         429   0       1   0             0   263  2937  ...    4         1    1   21     6  258        0
D         282   1       0   0             1   176   165  ...    4         0    0   31     2  195        0
G           1   0       0   0             0     0     0  ...    0         0    0    0     0    0        0
Tuesday     0   0       0   0             0     0     0  ...    0         0    0    0     0    1        0
c           0   0       0   0             0     0     0  ...    0         0    0    0     0    0        0

[7 rows x 21 columns]",01-ai/yi-large-preview,openai/gpt-4-1106-preview
55,14663.10411027111,0.0,0.6906049462830773,0.6078304131516331,0.21106821106821108,0.5988523735002608,"col_0       A     B     C     D
row_0                          
A        1945   178   152   143
B         496  2338   311   272
C         543   537  2682   358
D         422   492   384  2613
G           1     0     0     0
Tuesday     1     0     0     0
c           0     0     0     1",01-ai/yi-large-preview,qwen/qwen1.5-14b
56,13485.04127567694,0.0,0.6733722690893359,0.5918234912394549,0.1997880233174351,0.5791090629800307,"col_0       A     B     C     D
row_0                          
A        1861   180   154   223
B         407  2285   307   418
C         533   520  2471   596
D         376   382   431  2722
G           0     1     0     0
Tuesday     0     0     1     0
c           0     0     0     1",01-ai/yi-large-preview,google/gemma-7b
57,22834.692294738856,0.0,0.800562405364482,0.7208162088110174,0.2856404958677686,0.7053571428571429,"col_0       A     B     C     D
row_0                          
A        2163    70    83    80
B         387  2586   209   215
C         337   266  3157   339
D         257   201   228  3197
G           1     0     0     0
Tuesday     1     0     0     0
c           0     0     0     1",google/gemini-1.5-pro-preview-0409,01-ai/yi-large-preview
